Distance from Center (cmd=annotatePeaks.pl MYC_Cluster1_peaks.bed hg38 -d MYC_VEH_TagDir -hist 50 -size 5000)	MYC_VEH_TagDir Coverage	MYC_VEH_TagDir + Tags	MYC_VEH_TagDir - Tags
1400	1.03837837837848	0.00420660660660663	0.00418108108108111
1450	1.01668168168178	0.00417597597597599	0.00416066066066068
1500	0.983753753753856	0.00411981981981984	0.00377777777777781
1550	0.954144144144247	0.0035684684684685	0.00392582582582585
1600	0.934872372372475	0.00375225225225228	0.00355315315315318
1650	0.92223723723734	0.00360420420420423	0.00357867867867871
1700	0.902710210210313	0.00365015015015018	0.00340000000000003
1750	0.889436936937039	0.00351231231231234	0.00333873873873876
1800	0.88024774774785	0.00344594594594597	0.00370120120120123
1850	0.861614114114217	0.00354804804804808	0.00365015015015018
1900	0.845022522522625	0.00328258258258261	0.00332342342342345
1950	0.819624624624727	0.00302732732732735	0.0034765765765766
2000	0.786951951952054	0.00294564564564567	0.00309369369369372
2050	0.773295795795898	0.00324174174174177	0.00316006006006008
2100	0.753130630630733	0.00317027027027029	0.00330810810810813
2150	0.717905405405507	0.00252192192192194	0.00293033033033035
2200	0.704504504504606	0.0026750750750751	0.00273633633633636
2250	0.699909909910012	0.00293543543543546	0.00275165165165167
2300	0.684339339339441	0.00273633633633636	0.00273123123123125
2350	0.667364864864967	0.00262912912912915	0.00265975975975978
2400	0.659451951952054	0.00231261261261263	0.00274654654654657
2450	0.662004504504606	0.00294054054054056	0.00256276276276278
2500	0.656006006006108	0.00262912912912915	0.00263423423423425
