Distance from Center (cmd=annotatePeaks.pl E2_exclusive.bed hg38 -d Vehicle_TagDir E2_TagDir -hist 50 -size 5000)	Vehicle_TagDir Coverage	Vehicle_TagDir + Tags	Vehicle_TagDir - Tags	E2_TagDir Coverage	E2_TagDir + Tags	E2_TagDir - Tags
-950	1.30432978001846	0.0050584727832274	0.00451586843623761	3.53104887034499	0.0136116560877094	0.0119487593768041
-900	1.33301950780011	0.0051296531384239	0.00455087516830145	3.63946912867869	0.0137092902481248	0.0122343912290833
-850	1.3804847760872	0.00525801115599135	0.00493478232993509	3.78192551822107	0.014312752452395	0.0130601269474902
-800	1.4089112953571	0.0055438994678462	0.00461388728601639	3.88031870034189	0.0151488747836117	0.0128731679169078
-750	1.43869772527109	0.00547271911264971	0.00516582676155654	4.02453282435983	0.0161137911136749	0.0137373341027121
-700	1.48361864461118	0.00608883759697343	0.00530235301660555	4.16543122198068	0.0157918061165604	0.0145433352567798
-650	1.51116780217521	0.00584495736359531	0.00480875809450519	4.28275999822463	0.0166476630121168	0.0139024812463937
-600	1.58820015994982	0.00642723600692407	0.0049534525870358	4.52033379200155	0.0188309290248113	0.0143137911136758
-550	1.68598212206804	0.00638522792844747	0.00573176892992213	4.74228771805242	0.0180176572417759	0.0158478938257352
-500	1.72274357754363	0.00665594665640797	0.00545288196448011	4.94926095255019	0.0193461050201947	0.016123139065204
-450	1.78806315654499	0.00712620375713237	0.00638289414630987	5.18835278973782	0.0212769763416029	0.0177631852279266
-400	1.8062684119416	0.00666878245816465	0.00649024812463898	5.33196768609363	0.0203681477207135	0.017901327178302
-350	1.80372406299461	0.006678117586715	0.00623936654484796	5.4604021483423	0.0206890940565472	0.0181485285631837
-300	1.81455948006199	0.00693016605757477	0.0057866128101555	5.56558657730053	0.0213424120023065	0.0180789382573557
-250	1.97884545948449	0.00878668974802788	0.00706552542155488	5.86643881219778	0.0234280438545873	0.0202268897864954
-200	2.01569465113066	0.00708186189651809	0.00620319292171537	5.97989258289333	0.0216841315637606	0.019389728793997
-150	2.14721117083924	0.00790335320894983	0.00655092646021626	6.20931688046536	0.0234768609347957	0.0203099826889764
-100	2.59576234296075	0.0113456818618957	0.00864316214656599	9.12052465710526	0.0571741488747758	0.0237489901904216
-50	2.85497885895743	0.0117190870039101	0.00775282426107524	11.5159572107003	0.0541007501442546	0.0214379688401599
0	3.06014989387305	0.0112931717637999	0.0107984099506307	12.9669670202783	0.0421364108482572	0.03880854010388
50	2.92797535288507	0.00872951208565679	0.013759979483233	11.7615606551492	0.0234166185804967	0.0570339296018373
100	2.60006141531947	0.00780416746810224	0.0119863050586643	9.26697589772821	0.0219147143681464	0.0576882862088776
150	2.19388681359106	0.00722538949797985	0.00768281079694756	6.46614585645147	0.0214306982111927	0.0233366416618583
200	2.09663126849635	0.00681231005962638	0.00780766814130866	6.23536330951196	0.0210713214079605	0.022901442585112
250	1.99551533189585	0.00701651599666552	0.00790218631788108	6.07457055350858	0.0213714945181746	0.0243638776687836
300	1.87426394414584	0.00600598833108902	0.00758362505610002	5.76349149984441	0.0187717253317928	0.023147605308713
350	1.78946693527436	0.00589980124382862	0.00712386997499482	5.50985840472256	0.0177901904212334	0.0211793421811872
400	1.72590207968473	0.00621719561454091	0.00636539078027791	5.24356163167449	0.0176375072129241	0.0197989613387174
450	1.69085147953557	0.00590330191703501	0.00649608257998301	5.06946602157195	0.0169852279284467	0.020297518753605
500	1.68532410078865	0.00557190485349718	0.0063513880874524	4.90615650938764	0.015774148874783	0.0186242354298889
550	1.65123859851594	0.0060888375969734	0.00600132076681381	4.79573882551352	0.0175918061165597	0.0177226774379678
600	1.62009225795788	0.00570493043533985	0.00672362633839801	4.64301566869342	0.0156048470859776	0.0195372186959015
650	1.55069294702426	0.00497328973520531	0.00607133423094153	4.40088774468436	0.0138090017311024	0.0170714368147711
700	1.52279284477788	0.00527318073988568	0.00532569083798148	4.20797638599111	0.0139377957299481	0.0157315637622615
750	1.47800352969367	0.00509231262422244	0.00575977431557327	4.02345421456761	0.0138058857472591	0.0157824581650311
800	1.47690682756134	0.00557073796242841	0.0056372507533498	3.92194504860374	0.0138775533756492	0.0151312175418345
850	1.45365674235602	0.00503280117971387	0.00570376354427111	3.85507124151065	0.0131120600115411	0.0148466243508364
900	1.39921644850734	0.0048811053407705	0.0052953516701928	3.73558524568305	0.0128160415464518	0.0140416618580496
950	1.35727855896718	0.00450069885234324	0.00515299095979977	3.62640596564399	0.0121668782458173	0.0139959607616851
1000	1.28393112035719	0.00428482400461616	0.00481692633198679	3.48638643526092	0.0117586843623784	0.013381073283324
1050	1.25032816702271	0.00435016990446869	0.00482742835160595	3.37524967819225	0.0113577611079065	0.0130923254472019
1100	1.24019463932001	0.00426965442072182	0.00456137718792063	3.27266190243656	0.010424004616274	0.0122717830351997
1150	1.28077261821609	0.00455437584150788	0.00450419952554969	3.24242087975468	0.010843623773804	0.0121907674552807
1200	1.31275245239472	0.00507130858498415	0.00457187920753982	3.20802521194874	0.0118937103289101	0.0117794575879987
1250	1.30893592897423	0.00468390075014413	0.00544121305379223	3.18589373696095	0.0111012117714957	0.0134111944604735
1300	1.26344472452533	0.00396742963390388	0.00524634224530342	3.0758355896841	0.0101466820542426	0.0118480092325454
1350	1.20198553702976	0.00405961402833869	0.00424281592613956	2.95902614408065	0.00995141373341164	0.0105392960184665
1400	1.17790195820387	0.00442485093287159	0.00428715778675377	2.89387012295233	0.0101446047316806	0.0112341604154655
1450	1.16684720071002	0.00426615374751544	0.00444468808104112	2.78740734164823	0.00970940565493491	0.0107407963069834
1500	1.1619339751572	0.00389274860550101	0.00437117394370703	2.72688534777366	0.00922850548182457	0.0104073860357774
1550	1.16833871560998	0.00416930178880547	0.00412262614605365	2.6813040969414	0.00905089440277087	0.00983300634737566
1600	1.18018309863911	0.00467573251266257	0.00419147271911257	2.68549869057627	0.00961904212348648	0.00948920946335946
1650	1.18979020931829	0.00401643905879329	0.0045532089504391	2.6654045896397	0.00900519330640621	0.0103658395845366
1700	1.19049209868298	0.00436183881515666	0.00427315509392824	2.6321674286472	0.00927316791690814	0.00981846508944143
1750	1.17184816243343	0.00412262614605365	0.0044551901006603	2.5690487815701	0.00856583958453645	0.0103024812463947
1800	1.12916451544328	0.00388924793229459	0.0044306853882156	2.46634116028198	0.00837160992498645	0.0094923254472024
1850	1.12460223457281	0.00416580111559908	0.00388808104122583	2.41221092813675	0.00861465666474419	0.00879226774379771
1900	1.12504091542574	0.00410628967109052	0.00412145925498487	2.39103821740835	0.00821684939411512	0.00911944604731779
1950	1.14636080487816	0.00416346733346148	0.00416930178880546	2.38884104931389	0.0086354298903645	0.00856999422966044
2000	1.1536867751221	0.00414129640315437	0.00412846060139763	2.37521860712827	0.00853987305251106	0.00883277553375741
2050	1.13934191123127	0.00393125601077125	0.00427198820285944	2.31413733410239	0.00787512983266086	0.00872579342181277
2100	1.11521446432009	0.00400477014810535	0.00437000705263825	2.24310888188524	0.00740046162723653	0.00857830351990849
2150	1.09600024296173	0.00370254536128739	0.00402694107841246	2.16788583603323	0.00734541257934265	0.00798522792844844
2200	1.08871814080309	0.00409228697826497	0.00398726678207341	2.11655199964458	0.00802365839584615	0.00785124062319738
2250	1.06875816199475	0.00382390203244211	0.00405728024620113	2.08978649740302	0.00711171379111404	0.00824385458742136
2300	1.04752600871291	0.00371304738090655	0.00382740270564848	2.0530738159702	0.00719272937103332	0.00720207732256243
2350	1.0368221959014	0.00363603257036606	0.00403160864268763	2.01484309112666	0.00676168493941173	0.00764039238315114
2400	1.00352631916397	0.00354151439379366	0.00350767455279859	1.97058014115108	0.00690605885747293	0.00747732256203165
2450	1.02572357032226	0.00371538116304413	0.00374105276655764	1.98092680545042	0.00698603577611118	0.00725401038661326
2500	1.04112126826012	0.00392542155542728	0.00351234211707378	1.9793688135289	0.00739526832083151	0.00700057703404532
